	compound	original_molecule	standardized_molecule	standardized_molecule_InchiKey	properties_log
258	CHEMBL1571625	CC1=NN(c2ccccc2)C(=O)C1/C=C1\NC(=S)NC1=O	CC1=NN(c2ccccc2)C(=O)C1/C=C1\NC(=S)NC1=O	UFKNVXBWMBITCM-XFFZJAGNSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
259	CHEMBL1715550	COc1cc(/C=C/C=C2/CC/C(=C/C=C/c3ccc(O)c(OC)c3)C2=O)ccc1O	COc1cc(/C=C/C=C2/CC/C(=C/C=C/c3ccc(O)c(OC)c3)C2=O)ccc1O	GYYPECSETJYYJN-JITUQJRDSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
260	CHEMBL1408320	CC(C)N1C(=O)/C(=C/C=C/c2ccco2)C(=O)N(Cc2ccco2)C1=O	CC(C)N1C(=O)/C(=C/C=C/c2ccco2)C(=O)N(Cc2ccco2)C1=O	NOFSRFCBRFFHJD-KJWHQMAJSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
261	CHEMBL1424189	CCOC(=O)C1=C(C)N=c2sc(=Cc3ccc(OCC(=O)O)cc3)c(=O)n2C1c1ccc(Cl)cc1	CCOC(=O)C1=C(C)N=c2sc(=Cc3ccc(OCC(=O)O)cc3)c(=O)n2C1c1ccc(Cl)cc1	XSQDEOJNULNBPG-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
262	CHEMBL1897695	CCCCCCCCC(=O)c1c(OC)oc(C=O)cc1=O	CCCCCCCCC(=O)c1c(OC)oc(C=O)cc1=O	YTVPBUCDNKECDB-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
263	CHEMBL1983083	O=C(COc1ccc(/C=N/NC(=O)c2ccc(O)cc2)cc1)Nc1ccc([N+](=O)[O-])cc1	O=C(COc1ccc(/C=N/NC(=O)c2ccc(O)cc2)cc1)Nc1ccc([N+](=O)[O-])cc1	OUKYUDXZLWMXQT-YDZHTSKRSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
264	CHEMBL1423186	O=C1CC(=O)NC(SCC(=O)Nc2ccccc2[N+](=O)[O-])=N1	O=C1CC(=O)NC(SCC(=O)Nc2ccccc2[N+](=O)[O-])=N1	XIUWBOUDEKSBRD-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
265	CHEMBL1371301	CCN(CC)c1ccc(NC(=O)CCS(=O)(=O)c2ccc(Br)cc2)c(C)c1	CCN(CC)c1ccc(NC(=O)CCS(=O)(=O)c2ccc(Br)cc2)c(C)c1	URHMXWPKHKUPTM-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
266	CHEMBL1707222	COC1=C(Br)C(=O)c2nc(C)ccc2C1=O	COC1=C(Br)C(=O)c2nc(C)ccc2C1=O	XEGBXQGPUKNRNM-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
267	CHEMBL1341590	CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)c3ccc(COc4cccc(Cl)c4Cl)o3)C2SC1	CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)c3ccc(COc4cccc(Cl)c4Cl)o3)C2SC1	DIEHFKDYXISRFK-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
270	CHEMBL256098	Cc1ccc(NC(=O)CN2C(=O)S/C(=C\c3cccn3-c3cccc(C(=O)O)c3)C2=O)c(C)c1	Cc1ccc(NC(=O)CN2C(=O)S/C(=C\c3cccn3-c3cccc(C(=O)O)c3)C2=O)c(C)c1	TYNCKJHZTHKMLM-BKUYFWCQSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
271	CHEMBL1480378	Cc1ccnc(NS(=O)(=O)c2ccc(NC(=O)Cc3cccs3)cc2)n1	Cc1ccnc(NS(=O)(=O)c2ccc(NC(=O)Cc3cccs3)cc2)n1	BDLYIVHHINLIET-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
272	CHEMBL1521144	O=C(CSc1nc(O)c2cnn(-c3ccccc3)c2n1)c1ccc(Cl)cc1	O=C(CSc1nc2c(cnn2-c2ccccc2)c(=O)[nH]1)c1ccc(Cl)cc1	JDKCAGQJNLGYHF-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
273	CHEMBL1522300	COc1ccc(N2Cc3cccc(C(=O)N4CCN(C(=O)c5ccco5)CC4)c3C2=O)cc1	COc1ccc(N2Cc3cccc(C(=O)N4CCN(C(=O)c5ccco5)CC4)c3C2=O)cc1	KKVJEPPHGWHDKW-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
274	CHEMBL1558195	CCOc1ccc(NC(=O)c2cccc(-n3cccc3)c2)cc1S(=O)(=O)N1CCOCC1	CCOc1ccc(NC(=O)c2cccc(-n3cccc3)c2)cc1S(=O)(=O)N1CCOCC1	JUTMFDHUEMZEDR-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
275	CHEMBL1434555	Cc1ccc(NC(=O)CN(C)C(=O)c2cccc(-n3cccc3)c2)cc1	Cc1ccc(NC(=O)CN(C)C(=O)c2cccc(-n3cccc3)c2)cc1	LCYBVSOFHBBEEE-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
276	CHEMBL1181670	c1ccc2c(c1)C1=NCCN1c1ccccc1-2	c1ccc2c(c1)C1=NCCN1c1ccccc1-2	BOXYVDQJGZULRA-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
277	CHEMBL1612983	Cc1cc(/C=C2\C(=O)NC(=O)N(c3ccc(Cl)cc3)C2=O)c(C)n1-c1sc2c(c1C#N)CCCC2	Cc1cc(/C=C2\C(=O)NC(=O)N(c3ccc(Cl)cc3)C2=O)c(C)n1-c1sc2c(c1C#N)CCCC2	YDANSSWIMIOGAO-UDWIEESQSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
278	CHEMBL1464373	O=C(COC(=O)c1ccc(NS(=O)(=O)c2cccs2)cc1)NCc1ccco1	O=C(COC(=O)c1ccc(NS(=O)(=O)c2cccs2)cc1)NCc1ccco1	KSQFSETXQMMQHW-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
279	CHEMBL1904582	NC(CSC(c1ccccc1)(c1ccccc1)c1ccc(-c2ccccc2)cc1)C(=O)O	NC(CSC(c1ccccc1)(c1ccccc1)c1ccc(-c2ccccc2)cc1)C(=O)O	VUGRSCSBFOUEBX-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
280	CHEMBL1605668	COc1ccc(C(=O)/C=C/c2ccc(-c3ccccc3)cc2)cc1CSCC(=O)O	COc1ccc(C(=O)/C=C/c2ccc(-c3ccccc3)cc2)cc1CSCC(=O)O	MLKOILGLTXRFBD-UKTHLTGXSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
281	CHEMBL1529285	O=C(O)c1ccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2ccccc2F)N3)cc1	O=C(O)c1ccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2ccccc2F)N3)cc1	CTTOGPAAVKCXEG-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
282	CHEMBL1533351	CCOC(=O)c1c(-n2c(C)cc(C=C3C(=O)NC(=S)NC3=O)c2C)sc2c1CCCC2	CCOC(=O)c1c(-n2c(C)cc(C=C3C(=O)NC(=S)NC3=O)c2C)sc2c1CCCC2	CIDRMTABINCFNT-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
283	CHEMBL1514259	COc1cc(/C=C(\CCC(=O)O)c2nc3ccccc3s2)ccc1OCC(=O)Nc1c(Cl)cccc1Cl	COc1cc(/C=C(\CCC(=O)O)c2nc3ccccc3s2)ccc1OCC(=O)Nc1c(Cl)cccc1Cl	QFDNRKVJKSUCEX-GHRIWEEISA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
284	CHEMBL1706407	CN(c1ccccc1)c1ccc(/C=C(/CCC(=O)O)c2nc3ccccc3s2)cc1[N+](=O)[O-]	CN(c1ccccc1)c1ccc(/C=C(/CCC(=O)O)c2nc3ccccc3s2)cc1[N+](=O)[O-]	XQILZURWAUDZSB-SDXDJHTJSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
285	CHEMBL1975801	CCOC(=O)C1=C(C)N=c2s/c(=C/c3ccc(OCC(=O)O)c(OC)c3)c(=O)n2C1c1ccc(Cl)cc1	CCOC(=O)C1=C(C)N=c2s/c(=C/c3ccc(OCC(=O)O)c(OC)c3)c(=O)n2C1c1ccc(Cl)cc1	PCDIWWXMGHCGSL-UDWIEESQSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
286	CHEMBL1875722	COc1ccc(Oc2c(OC)cc(NCc3ccc(CN)cc3)c3ncccc23)cc1.O=C(O)/C=C/C(=O)O	COc1ccc(Oc2c(OC)cc(NCc3ccc(CN)cc3)c3ncccc23)cc1	CHWFXBQLQWJIOK-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
287	CHEMBL1332506	O=C1NN(c2ccccc2)C(=O)/C1=C/c1ccc(-c2ccc(C(=O)O)cc2)o1	O=C1NN(c2ccccc2)C(=O)/C1=C/c1ccc(-c2ccc(C(=O)O)cc2)o1	ZWNJQTKNTVWTLI-SFQUDFHCSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
288	CHEMBL1471220	O=C(COC(=O)c1cc2c(s1)CCC2)Nc1ccc(F)cc1	O=C(COC(=O)c1cc2c(s1)CCC2)Nc1ccc(F)cc1	NGQFJEHJSIBBFM-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
289	CHEMBL1560629	Cc1cc(/C=C2\C(=O)NC(=O)N(c3ccccc3F)C2=O)c(C)n1-c1cc(C(=O)O)cc(C(=O)O)c1	Cc1cc(/C=C2\C(=O)NC(=O)N(c3ccccc3F)C2=O)c(C)n1-c1cc(C(=O)O)cc(C(=O)O)c1	NFHIRQXILAMCRO-WOJGMQOQSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
290	CHEMBL1481077	Cc1ccc(C(=O)O)cc1-c1ccc(/C=C2/NC(=O)N(c3ccccc3)C2=O)o1	Cc1ccc(C(=O)O)cc1-c1ccc(/C=C2/NC(=O)N(c3ccccc3)C2=O)o1	UDLFNRJYXKFBGE-LDADJPATSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
291	CHEMBL1529334	Cc1ccc(N2C(=O)NC(=O)/C(=C\c3cc(C)n(-c4sc5c(c4C#N)CCCC5)c3C)C2=O)cc1	Cc1ccc(N2C(=O)NC(=O)/C(=C\c3cc(C)n(-c4sc5c(c4C#N)CCCC5)c3C)C2=O)cc1	RILWCXUGLLWATH-FYJGNVAPSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
293	CHEMBL1322848	COc1ccc(S(=O)(=O)N2CCN(C(=O)c3cc4c(s3)CCC4)CC2)cc1	COc1ccc(S(=O)(=O)N2CCN(C(=O)c3cc4c(s3)CCC4)CC2)cc1	ZRAGLVPPHIQWLS-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
294	CHEMBL1332402	Cc1ccc(NC(=O)CN2C(=O)S/C(=C/c3ccc(-c4cc(C(=O)O)ccc4C)o3)C2=O)cc1C	Cc1ccc(NC(=O)CN2C(=O)S/C(=C/c3ccc(-c4cc(C(=O)O)ccc4C)o3)C2=O)cc1C	TXXAYCBWDDMQLU-WSDLNYQXSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
295	CHEMBL1404761	N=C1/C(=C/c2coc3ccccc3c2=O)C(=O)N=C2SC(c3ccco3)=NN12	N=C1/C(=C/c2coc3ccccc3c2=O)C(=O)N=C2SC(c3ccco3)=NN12	UARFBVIJVRZJPS-JLZHIMPBSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
296	CHEMBL1490332	CCN(CC)CCn1nc2c3c(cccc3c1=O)-c1ccccc1-2	CCN(CC)CCn1nc2c3c(cccc3c1=O)-c1ccccc1-2	XNRPWZMOVUAHLY-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
297	CHEMBL580076	COc1ccc2nc(C)cc(Nc3ccc(N4CCN(C)CC4)cc3)c2c1	COc1ccc2nc(C)cc(Nc3ccc(N4CCN(C)CC4)cc3)c2c1	ASKCBXWBXOEPCF-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
298	CHEMBL1356373	O=C(O)CCc1ccc(S(=O)(=O)Nc2cc(C(F)(F)F)ccc2N2CCCC2)cc1	O=C(O)CCc1ccc(S(=O)(=O)Nc2cc(C(F)(F)F)ccc2N2CCCC2)cc1	RGAJHDLJUAEWDG-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
299	CHEMBL374740	O=C1Nc2c(Cl)cc(Cl)cc2C1=O	O=C1Nc2c(Cl)cc(Cl)cc2C1=O	AYGGQJHJRFZDFH-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
300	CHEMBL3414633	O=[N+]([O-])c1cc(S(=O)(=O)Nc2ccc(O)c3ccccc23)ccc1Cl	O=[N+]([O-])c1cc(S(=O)(=O)Nc2ccc(O)c3ccccc23)ccc1Cl	JDYDEJYIVZNWQU-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
301	CHEMBL1609276	O=C1COc2ccc(C(=O)COC(=O)/C=C/c3ccc(Br)o3)cc2N1	O=C1COc2ccc(C(=O)COC(=O)/C=C/c3ccc(Br)o3)cc2N1	TZJPIPHONMVFLK-ZZXKWVIFSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
302	CHEMBL1411673	COc1ccc(CN2C(=O)NC(=O)/C(=C\c3ccco3)C2=O)cc1	COc1ccc(CN2C(=O)NC(=O)/C(=C\c3ccco3)C2=O)cc1	YWBQLJPBFAEUSW-NTEUORMPSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
303	CHEMBL3126648	Cc1cc(Nc2ccc(NC(=O)c3ccccc3Nc3ccnc4ccccc34)cc2)nc(N)n1	Cc1cc(Nc2ccc(NC(=O)c3ccccc3Nc3ccnc4ccccc34)cc2)nc(N)n1	OYFMVXAOZRABGN-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
305	CHEMBL1397916	O=C(NNC(=O)c1ccccc1F)c1cccc(-n2cccc2)c1	O=C(NNC(=O)c1ccccc1F)c1cccc(-n2cccc2)c1	PLQQZSUVMBDIBT-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
306	CHEMBL4554522	COc1ccc(CN2CCC(Nc3nc(Nc4ccc(NC(=O)CCCCCCC(=O)NO)cc4)nc4cc(OC)c(OC)cc34)CC2)cc1	COc1ccc(CN2CCC(Nc3nc(Nc4ccc(NC(=O)CCCCCCC(=O)NO)cc4)nc4cc(OC)c(OC)cc34)CC2)cc1	YCEGYFYGGNMXMU-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
307	CHEMBL1372387	O=C(O)CSc1cc(C(=O)c2ccccc2O)cn2c(=O)c3c4c(sc3nc12)CCCC4	O=C(O)CSc1cc(C(=O)c2ccccc2O)cn2c(=O)c3c4c(sc3nc12)CCCC4	NVBGEYPWPGKWNJ-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
308	CHEMBL1701761	O=CC(O)C1OC(=O)C(O)C1O	O=CC(O)C1OC(=O)C(O)C1O	UYUXSRADSPPKRZ-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
309	CHEMBL1462469	COc1ccc(-c2csc(NC(=O)CSc3nc(C)nc4sc(C(=O)O)c(C)c34)n2)cc1	COc1ccc(-c2csc(NC(=O)CSc3nc(C)nc4sc(C(=O)O)c(C)c34)n2)cc1	OOICNUJTUPIFBG-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
310	CHEMBL551174	O[C@@H]1[C@@H](CS[C@H]2CCNC2)O[C@@H](n2cnc3c(NCCc4ccc(-c5ccccc5)cc4)ncnc32)[C@@H]1O	O[C@@H]1[C@@H](CS[C@H]2CCNC2)O[C@@H](n2cnc3c(NCCc4ccc(-c5ccccc5)cc4)ncnc32)[C@@H]1O	GUQWGWJSVHHGHZ-AKIIDSJZSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
311	CHEMBL1507881	Cc1c(C(=O)O)cccc1-n1c(C)cc(/C=C2\C(=O)NC(=O)N(c3ccc4c(c3)OCO4)C2=O)c1C	Cc1c(C(=O)O)cccc1-n1c(C)cc(/C=C2\C(=O)NC(=O)N(c3ccc4c(c3)OCO4)C2=O)c1C	KBBKLRWVHBMSDT-VXLYETTFSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
312	CHEMBL560505	COc1cc(CNc2ncnc3c2ncn3[C@@H]2O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]2O)cc(OC)c1	COc1cc(CNc2ncnc3c2ncn3[C@@H]2O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]2O)cc(OC)c1	DXYJRMVVNIFQRU-SYDIUPFYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
313	CHEMBL563938	NCCSC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O	NCCSC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O	APAPOJUCRZTCHD-WOUKDFQISA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
314	CHEMBL1519992	Cc1ccc(-n2nc(-c3ccco3)cc2C(=O)O)c(C)c1	Cc1ccc(-n2nc(-c3ccco3)cc2C(=O)O)c(C)c1	LZHRZQSVVIZYCC-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
315	CHEMBL3414632	CC(=O)NCCc1ccc(O)c(-c2cc3c(c(O)c2O)C(=O)c2cc(O)c(C(=O)O)c(C(=O)O)c2C3=O)c1	CC(=O)NCCc1ccc(O)c(-c2cc3c(c(O)c2O)C(=O)c2cc(O)c(C(=O)O)c(C(=O)O)c2C3=O)c1	OLEDPXIGUWUDBM-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
316	CHEMBL563782	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSC[C@@H]2CCCN2)[C@@H](O)[C@H]1O	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSC[C@@H]2CCCN2)[C@@H](O)[C@H]1O	KRSALZDJVWCEKY-OPYVMVOTSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
317	CHEMBL1380580	Oc1[nH]c2ccccc2c1N=Nc1ccc(F)cc1	Oc1[nH]c2ccccc2c1N=Nc1ccc(F)cc1	ZNURNSSOMKOWIM-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
318	CHEMBL3414631	O=C(O)[C@H](Cc1c[nH]c2ccccc12)N1C(=O)C=CC1=O	O=C(O)[C@H](Cc1c[nH]c2ccccc12)N1C(=O)C=CC1=O	YQOQDGQKBCOTLV-LBPRGKRZSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
319	CHEMBL3109084	O=C(O)[C@H](Cc1c[nH]c2ccccc12)NSc1ncccc1[N+](=O)[O-]	O=C(O)[C@H](Cc1c[nH]c2ccccc12)NSc1ncccc1[N+](=O)[O-]	TZIVHWJTBKXCIJ-ZDUSSCGKSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
320	CHEMBL558882	Nc1nc(I)nc2c1ncn2[C@@H]1O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]1O	Nc1nc(I)nc2c1ncn2[C@@H]1O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]1O	PSNQPEPVLPDXLJ-NRJACJQQSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
321	CHEMBL560306	NC(CCSC[C@H]1O[C@@H](n2cnc3c(NCc4ccncc4)ncnc32)[C@H](O)[C@@H]1O)C(=O)O	NC(CCSC[C@H]1O[C@@H](n2cnc3c(NCc4ccncc4)ncnc32)[C@H](O)[C@@H]1O)C(=O)O	VQOWPWAOTNFGDX-XTMLTMLVSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
322	CHEMBL2063048	O=C1N=C(NCc2ccco2)NCN1	O=C1N=C(NCc2ccco2)NCN1	BTIKIXQZBCJTQP-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
323	CHEMBL1508582	CCN(CC)CCCNc1nc2cc(OC)c(OC)cc2c2nc(-c3cccnc3)nn12	CCN(CC)CCCNc1nc2cc(OC)c(OC)cc2c2nc(-c3cccnc3)nn12	XYOKHOQUHXTSPQ-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
324	CHEMBL1458444	NS(=O)(=O)c1ccc(NC(=O)COC(=O)c2ccc([N+](=O)[O-])s2)cc1	NS(=O)(=O)c1ccc(NC(=O)COC(=O)c2ccc([N+](=O)[O-])s2)cc1	SHKDOKGHZISKRV-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
325	CHEMBL4640870	O=C(CSc1ncnc2sccc12)N1CCN(Cc2cc(=O)n3ccsc3n2)CC1	O=C(CSc1ncnc2sccc12)N1CCN(Cc2cc(=O)n3ccsc3n2)CC1	HBTGBSDLKRXUMQ-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
326	CHEMBL563024	NC(CCSC[C@H]1O[C@@H](n2cnc3c(NCCc4ccccc4)ncnc32)[C@H](O)[C@@H]1O)C(=O)O	NC(CCSC[C@H]1O[C@@H](n2cnc3c(NCCc4ccccc4)ncnc32)[C@H](O)[C@@H]1O)C(=O)O	VONHOFVDOPIQRY-BWZSZYTASA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
327	CHEMBL1446088	CCN(CC(=O)Nc1c(F)cccc1F)C(=O)c1cccc(-n2cccc2)c1	CCN(CC(=O)Nc1c(F)cccc1F)C(=O)c1cccc(-n2cccc2)c1	XBGIHAMPWYIRHT-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
328	CHEMBL3126653	Nc1ccc(NC(=O)c2ccc(Nc3ccnc4ccccc34)cc2)cc1	Nc1ccc(NC(=O)c2ccc(Nc3ccnc4ccccc34)cc2)cc1	UCIZEGZPSMUBGV-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
329	CHEMBL4649221	Cc1ccc2c(n1)N(CC(=O)Nc1ccc3c(c1)OCO3)CC(c1nc(-c3cccc(F)c3)no1)C2=O	Cc1ccc2c(n1)N(CC(=O)Nc1ccc3c(c1)OCO3)CC(c1nc(-c3cccc(F)c3)no1)C2=O	LKZMZMBQKWDWEX-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
330	CHEMBL44	O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12	O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12	TZBJGXHYKVUXJN-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
331	CHEMBL562689	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSC[C@H]2CCCN2)[C@@H](O)[C@H]1O	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSC[C@H]2CCCN2)[C@@H](O)[C@H]1O	KRSALZDJVWCEKY-NENBDWHOSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
334	CHEMBL3126644	Cc1cc(Nc2ccccc2NC(=O)c2ccc(Nc3ccnc4ccccc34)cc2)nc(N)n1	Cc1cc(Nc2ccccc2NC(=O)c2ccc(Nc3ccnc4ccccc34)cc2)nc(N)n1	RDZBOUQJVWVNEA-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
335	CHEMBL538627	Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CS[C@H]2CCNC2)[C@@H](O)[C@H]1O	Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CS[C@H]2CCNC2)[C@@H](O)[C@H]1O	CCGNITMZESBAEB-WFMPWKQPSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
336	CHEMBL3126649	Cc1cc(Nc2cccc(NC(=O)c3ccccc3Nc3ccnc4ccccc34)c2)nc(N)n1	Cc1cc(Nc2cccc(NC(=O)c3ccccc3Nc3ccnc4ccccc34)c2)nc(N)n1	JRXORZBMNPAEJP-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
337	CHEMBL3109085	O=C(O)[C@H](Cc1c[nH]c2ccccc12)NSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]	O=C(O)[C@H](Cc1c[nH]c2ccccc12)NSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]	ILPPWXZPWCQGEE-AWEZNQCLSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
338	CHEMBL1607517	O=C1c2ccccc2-c2cccc3cccc1c23	O=C1c2ccccc2-c2cccc3cccc1c23	HUKPVYBUJRAUAG-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
339	CHEMBL1441143	CCCCCCCCc1nnc(NC(=O)c2ccco2)s1	CCCCCCCCc1nnc(NC(=O)c2ccco2)s1	OMZKKAXWKCSIGR-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
340	CHEMBL539449	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSC2CNC2)[C@@H](O)[C@H]1O	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSC2CNC2)[C@@H](O)[C@H]1O	BULDRNZDSMLACQ-QYVSTXNMSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
341	CHEMBL551100	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CS[C@H]2CCNC2)[C@@H](O)[C@H]1O	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CS[C@H]2CCNC2)[C@@H](O)[C@H]1O	OFJQITMYJIEZGC-TWBCTODHSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
342	CHEMBL561047	Nc1nccc2c1ncn2[C@@H]1O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]1O	Nc1nccc2c1ncn2[C@@H]1O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]1O	KXHTUDZDRGHVIU-YFJUGSNPSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
343	CHEMBL563946	Nc1ccnc2c1ncn2[C@@H]1O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]1O	Nc1ccnc2c1ncn2[C@@H]1O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]1O	RSRCFARQVZZYKV-QZBYRPAYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
344	CHEMBL115145	O=C(O)c1cc(Cc2ccc(O)c(C(=O)O)c2)ccc1O	O=C(O)c1cc(Cc2ccc(O)c(C(=O)O)c2)ccc1O	JWQFKVGACKJIAV-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
345	CHEMBL383475	O=C(O)C(Cc1c[nH]c2ccccc12)N1C(=O)c2ccccc2C1=O	O=C(O)C(Cc1c[nH]c2ccccc12)N1C(=O)c2ccccc2C1=O	HPTXLHAHLXOAKV-UHFFFAOYSA-N	Molecule correct. Molecular properties (MW,NR) within standard limits
